workerid,trial_type,target,response,primetype,error,order,type,id,inference_question,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,feedback,assignments,workerid,creationtime,Answer.time_in_minutes,deadline,viewhit,keywords,assignmentduration,title,assignmentapprovaltime,Answer.catch_trials,reject,assignmentstatus,hitlifetime,numpending,description,assignmentid,assignmentaccepttime,numavailable,numcomplete,assignmentsubmittime,annotation,reviewstatus,autoapprovaltime,hitstatus,autoapprovaldelay,hittypeid,assignmentrejecttime,Answer.list,reward,hitid
117,"""practice_trial""","""na""",0.1,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.15""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""160""",117,"""Thu Aug 02 13:07:44 CDT 2018""","""1.00975""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""34MAJL3QP5M6H19T8E9XPABC0Q034Y""","""Thu Aug 02 14:14:45 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:28 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:28 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
117,"""practice_trial""","""na""",0.91,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.15""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""160""",117,"""Thu Aug 02 13:07:44 CDT 2018""","""1.00975""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""34MAJL3QP5M6H19T8E9XPABC0Q034Y""","""Thu Aug 02 14:14:45 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:28 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:28 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
117,"""one_slider""","""some""",0.64,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.15""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""160""",117,"""Thu Aug 02 13:07:44 CDT 2018""","""1.00975""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""34MAJL3QP5M6H19T8E9XPABC0Q034Y""","""Thu Aug 02 14:14:45 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:28 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:28 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
118,"""practice_trial""","""na""",0.19,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""2""","""Male""","""58""","""no""","""Linguistic ambiguities and perceptions""","""Yes""",""".15""","""2""","""Windows""",900,1600,"""Chrome""","""""","""160""",118,"""Thu Aug 02 13:07:44 CDT 2018""","""2.2081""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3C6FJU71TRS6E20WC5T5S85J84JYUM""","""Thu Aug 02 14:19:13 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:30 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:30 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
118,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""2""","""Male""","""58""","""no""","""Linguistic ambiguities and perceptions""","""Yes""",""".15""","""2""","""Windows""",900,1600,"""Chrome""","""""","""160""",118,"""Thu Aug 02 13:07:44 CDT 2018""","""2.2081""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3C6FJU71TRS6E20WC5T5S85J84JYUM""","""Thu Aug 02 14:19:13 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:30 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:30 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
118,"""one_slider""","""some""",0.03,"""none""",NA,3,"""crit""","""girls""","""lowerbounded""","""English""","""2""","""Male""","""58""","""no""","""Linguistic ambiguities and perceptions""","""Yes""",""".15""","""2""","""Windows""",900,1600,"""Chrome""","""""","""160""",118,"""Thu Aug 02 13:07:44 CDT 2018""","""2.2081""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3C6FJU71TRS6E20WC5T5S85J84JYUM""","""Thu Aug 02 14:19:13 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:30 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:30 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
119,"""practice_trial""","""na""",0.07,"""na""",false,1,"""filler""","""low_right""",NA,"""english""","""1""","""Female""","""23""","""no""","""i don&quotechart know""","""Yes""","""0.20""","""2""","""Windows""",768,1280,"""Firefox""","""""","""160""",119,"""Thu Aug 02 13:07:44 CDT 2018""","""1.1632666666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3Z4AIRP3C7C150JO5LXJYSTDV1P1XH""","""Thu Aug 02 14:06:01 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:49 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:49 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
119,"""practice_trial""","""na""",0.96,"""na""",false,2,"""filler""","""high_right""",NA,"""english""","""1""","""Female""","""23""","""no""","""i don&quotechart know""","""Yes""","""0.20""","""2""","""Windows""",768,1280,"""Firefox""","""""","""160""",119,"""Thu Aug 02 13:07:44 CDT 2018""","""1.1632666666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3Z4AIRP3C7C150JO5LXJYSTDV1P1XH""","""Thu Aug 02 14:06:01 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:49 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:49 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
119,"""one_slider""","""some""",0.02,"""notall""",NA,3,"""crit""","""girls""","""lowerbounded""","""english""","""1""","""Female""","""23""","""no""","""i don&quotechart know""","""Yes""","""0.20""","""2""","""Windows""",768,1280,"""Firefox""","""""","""160""",119,"""Thu Aug 02 13:07:44 CDT 2018""","""1.1632666666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3Z4AIRP3C7C150JO5LXJYSTDV1P1XH""","""Thu Aug 02 14:06:01 CDT 2018""","""0""","""0""","""Thu Aug 02 14:21:49 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:01:49 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
120,"""practice_trial""","""na""",0.21,"""na""",true,1,"""filler""","""low_right""",NA,"""English""","""1""","""Male""","""31""","""""","""""","""Yes""","""""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""160""",120,"""Thu Aug 02 13:07:44 CDT 2018""","""2.1611166666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3I7DHKZYGOZJTWTM6ET9VB6N3C25FG""","""Thu Aug 02 14:21:11 CDT 2018""","""0""","""0""","""Thu Aug 02 14:23:28 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:03:28 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
120,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Male""","""31""","""""","""""","""Yes""","""""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""160""",120,"""Thu Aug 02 13:07:44 CDT 2018""","""2.1611166666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3I7DHKZYGOZJTWTM6ET9VB6N3C25FG""","""Thu Aug 02 14:21:11 CDT 2018""","""0""","""0""","""Thu Aug 02 14:23:28 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:03:28 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
120,"""one_slider""","""some""",1,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Male""","""31""","""""","""""","""Yes""","""""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""160""",120,"""Thu Aug 02 13:07:44 CDT 2018""","""2.1611166666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3I7DHKZYGOZJTWTM6ET9VB6N3C25FG""","""Thu Aug 02 14:21:11 CDT 2018""","""0""","""0""","""Thu Aug 02 14:23:28 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:03:28 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
121,"""practice_trial""","""na""",0,"""na""",false,1,"""filler""","""low_right""",NA,"""english""","""1""","""Female""","""27""","""no""","""not sure""","""No""","""yes""","""3""","""Windows""",768,1366,"""Chrome""","""""","""160""",121,"""Thu Aug 02 13:07:44 CDT 2018""","""2.44005""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""336YQZE83WDPZ6L3S1XMQ1QW0DC5ML""","""Thu Aug 02 14:14:47 CDT 2018""","""0""","""0""","""Thu Aug 02 14:26:50 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:06:50 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
121,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""english""","""1""","""Female""","""27""","""no""","""not sure""","""No""","""yes""","""3""","""Windows""",768,1366,"""Chrome""","""""","""160""",121,"""Thu Aug 02 13:07:44 CDT 2018""","""2.44005""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""336YQZE83WDPZ6L3S1XMQ1QW0DC5ML""","""Thu Aug 02 14:14:47 CDT 2018""","""0""","""0""","""Thu Aug 02 14:26:50 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:06:50 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
121,"""one_slider""","""some""",1,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""english""","""1""","""Female""","""27""","""no""","""not sure""","""No""","""yes""","""3""","""Windows""",768,1366,"""Chrome""","""""","""160""",121,"""Thu Aug 02 13:07:44 CDT 2018""","""2.44005""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""336YQZE83WDPZ6L3S1XMQ1QW0DC5ML""","""Thu Aug 02 14:14:47 CDT 2018""","""0""","""0""","""Thu Aug 02 14:26:50 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:06:50 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
122,"""practice_trial""","""na""",0.11,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Female""","""29""","""No""","""I have no idea. As Sherlock Holmes once said, it is unwise to theorize without adequate data.""","""Yes""","""0.2""","""2""","""Linux""",412,732,"""Chrome""","""""","""160""",122,"""Thu Aug 02 13:07:44 CDT 2018""","""2.26415""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39N5ACM9HFMELWKSN72VJLPTRE6P9S""","""Thu Aug 02 14:16:57 CDT 2018""","""0""","""0""","""Thu Aug 02 14:27:06 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:07:06 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
122,"""practice_trial""","""na""",0.77,"""na""",true,2,"""filler""","""high_right""",NA,"""English""","""1""","""Female""","""29""","""No""","""I have no idea. As Sherlock Holmes once said, it is unwise to theorize without adequate data.""","""Yes""","""0.2""","""2""","""Linux""",412,732,"""Chrome""","""""","""160""",122,"""Thu Aug 02 13:07:44 CDT 2018""","""2.26415""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39N5ACM9HFMELWKSN72VJLPTRE6P9S""","""Thu Aug 02 14:16:57 CDT 2018""","""0""","""0""","""Thu Aug 02 14:27:06 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:07:06 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
122,"""one_slider""","""some""",0.13,"""none""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Female""","""29""","""No""","""I have no idea. As Sherlock Holmes once said, it is unwise to theorize without adequate data.""","""Yes""","""0.2""","""2""","""Linux""",412,732,"""Chrome""","""""","""160""",122,"""Thu Aug 02 13:07:44 CDT 2018""","""2.26415""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39N5ACM9HFMELWKSN72VJLPTRE6P9S""","""Thu Aug 02 14:16:57 CDT 2018""","""0""","""0""","""Thu Aug 02 14:27:06 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:07:06 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
123,"""practice_trial""","""na""",0.01,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Male""","""33""","""no""","""to gauge how people interpret the words \""some\"" and \""not all\""""","""Yes""","""0.15""","""3""","""Windows""",768,1366,"""Firefox""","""""","""160""",123,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8450666666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35H6S234SBZNA30B5LQ515TAADV569""","""Thu Aug 02 14:06:51 CDT 2018""","""0""","""0""","""Thu Aug 02 14:28:50 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:08:50 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
123,"""practice_trial""","""na""",0.99,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Male""","""33""","""no""","""to gauge how people interpret the words \""some\"" and \""not all\""""","""Yes""","""0.15""","""3""","""Windows""",768,1366,"""Firefox""","""""","""160""",123,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8450666666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35H6S234SBZNA30B5LQ515TAADV569""","""Thu Aug 02 14:06:51 CDT 2018""","""0""","""0""","""Thu Aug 02 14:28:50 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:08:50 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
123,"""one_slider""","""some""",0.94,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Male""","""33""","""no""","""to gauge how people interpret the words \""some\"" and \""not all\""""","""Yes""","""0.15""","""3""","""Windows""",768,1366,"""Firefox""","""""","""160""",123,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8450666666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35H6S234SBZNA30B5LQ515TAADV569""","""Thu Aug 02 14:06:51 CDT 2018""","""0""","""0""","""Thu Aug 02 14:28:50 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:08:50 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
124,"""practice_trial""","""na""",0,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Male""","""40""","""no""","""English language comprehension""","""Yes""","""0.15""","""3""","""Mac""",900,1440,"""Firefox""","""""","""160""",124,"""Thu Aug 02 13:07:44 CDT 2018""","""2.493533333333333""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3BEFOD78W7S73NH3EWECL9KI0HKM40""","""Thu Aug 02 14:26:25 CDT 2018""","""0""","""0""","""Thu Aug 02 14:29:11 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:09:11 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
124,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Male""","""40""","""no""","""English language comprehension""","""Yes""","""0.15""","""3""","""Mac""",900,1440,"""Firefox""","""""","""160""",124,"""Thu Aug 02 13:07:44 CDT 2018""","""2.493533333333333""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3BEFOD78W7S73NH3EWECL9KI0HKM40""","""Thu Aug 02 14:26:25 CDT 2018""","""0""","""0""","""Thu Aug 02 14:29:11 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:09:11 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
124,"""one_slider""","""some""",0.17,"""none""",NA,3,"""crit""","""girls""","""lowerbounded""","""English""","""1""","""Male""","""40""","""no""","""English language comprehension""","""Yes""","""0.15""","""3""","""Mac""",900,1440,"""Firefox""","""""","""160""",124,"""Thu Aug 02 13:07:44 CDT 2018""","""2.493533333333333""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3BEFOD78W7S73NH3EWECL9KI0HKM40""","""Thu Aug 02 14:26:25 CDT 2018""","""0""","""0""","""Thu Aug 02 14:29:11 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:09:11 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
125,"""practice_trial""","""na""",0,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Male""","""30""","""No, there was not""","""Grammar""","""Yes""","""0.15""","""4""","""Windows""",900,1600,"""Chrome""","""""","""160""",125,"""Thu Aug 02 13:07:44 CDT 2018""","""4.315766666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3I02618YA15C5O8VLIXMFHC74ZJPUM""","""Thu Aug 02 14:27:18 CDT 2018""","""0""","""0""","""Thu Aug 02 14:32:06 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 07:12:06 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
